0, 6, 18, 0.187902, 0.025641
1, 16, 54, 0.167949, 0.016393
2, 6, 18, 0.262650, 0.076923
5, 3, 16, 0.189200, 0.026316
6, 10, 25, 0.151178, 0.010309
7, 3, 12, 0.191959, 0.027778
9, 3, 269, 0.187902, 0.025641
11, 7, 34, 0.196562, 0.030303
12, 10, 218, 0.166667, 0.015873
13, 3, 13, 0.151178, 0.010309
15, 79, 75, 0.178104, 0.020833
16, 91, 14, 0.176291, 0.020000
17, 16, 0, 0.156021, 0.011905
18, 8, 108, 0.250000, 0.066667
21, 4, 0, 0.356207, 0.166667
22, 120, 0, 0.157293, 0.012346
24, 3, 0, 0.152925, 0.010870
25, 8, 229, 0.500000, 0.333333
26, 4, 0, 0.250000, 0.066667
27, 6, 23, 0.430677, 0.250000
28, 41, 294, 0.301030, 0.111111
31, 4, 23, 0.218104, 0.043478
33, 7, 0, 0.630930, 0.500000
36, 34, 0, 0.167300, 0.016129
40, 4, 0, 0.430677, 0.250000
42, 4, 11, 0.155209, 0.011628
43, 16, 96, 0.187902, 0.025641
44, 10, 49, 0.208015, 0.037037
45, 7, 165, 0.165443, 0.015385
46, 4, 15, 0.212746, 0.040000
47, 3, 0, 0.430677, 0.250000
49, 4, 54, 0.270238, 0.083333
50, 11, 72, 0.215338, 0.041667
51, 37, 19, 0.386853, 0.200000
52, 3, 0, 0.193426, 0.028571
54, 3, 38, 0.235409, 0.055556
55, 5, 12, 1.000000, 1.000000
56, 68, 237, 0.208015, 0.037037
58, 18, 70, 0.151178, 0.010309
60, 4, 14, 0.215338, 0.041667
61, 5, 418, 0.239812, 0.058824
62, 3, 101, 0.163151, 0.014493
63, 8, 10, 0.194959, 0.029412
65, 8, 0, 0.166048, 0.015625
66, 35, 0, 0.190551, 0.027027
70, 6, 41, 0.155209, 0.011628
73, 78, 16, 0.500000, 0.333333
74, 5, 47, 0.176291, 0.020000
77, 7, 0, 0.356207, 0.166667
78, 16, 14, 0.630930, 0.500000
81, 9, 0, 0.151517, 0.010417
82, 14, 102, 0.430677, 0.250000
85, 75, 0, 0.153290, 0.010989
86, 8, 127, 0.221065, 0.045455
