229, 19, 166, 19, 0.150190, 0.010000
233, 14, 33, 14, 0.500000, 0.333333
235, 7, 24, 7, 0.180031, 0.021739
236, 10, 254, 8, 0.227670, 0.050000
237, 12, 69, 12, 0.150190, 0.010000
239, 5, 22, 5, 0.208015, 0.037037
241, 25, 523, 22, 0.194959, 0.029412
242, 69, 19, 69, 0.165443, 0.015385
243, 12, 21, 12, 0.255958, 0.071429
245, 3, 24, 3, 1.000000, 1.000000
246, 237, 109, 217, 0.270238, 0.083333
247, 25, 18, 23, 0.333333, 0.142857
249, 11, 44, 11, 0.150190, 0.010000
251, 4, 110, 4, 0.212746, 0.040000
253, 5, 69, 5, 0.333333, 0.142857
254, 10, 0, 10, 0.150190, 0.010000
255, 3, 169, 3, 0.262650, 0.076923
256, 7, 96, 7, 1.000000, 1.000000
257, 31, 43, 30, 0.630930, 0.500000
259, 7, 14, 7, 0.186652, 0.025000
262, 9, 13, 9, 0.150190, 0.010000
263, 4, 26, 4, 0.289065, 0.100000
264, 6, 10, 6, 0.150190, 0.010000
265, 3, 31, 3, 0.150190, 0.010000
267, 12, 20, 12, 1.000000, 1.000000
270, 15, 12, 14, 1.000000, 1.000000
271, 7, 0, 3, 0.262650, 0.076923
272, 3, 21, 3, 1.000000, 1.000000
274, 194, 1241, 160, 0.630930, 0.500000
275, 6, 99, 6, 0.386853, 0.200000
278, 4, 56, 4, 0.171442, 0.017857
280, 145, 0, 138, 0.198240, 0.031250
281, 19, 37, 18, 0.200000, 0.032258
282, 24, 19, 24, 0.189200, 0.026316
284, 6, 10, 6, 0.167949, 0.016393
285, 8, 15, 8, 0.186652, 0.025000
287, 38, 161, 26, 0.150190, 0.010000
289, 10, 19, 10, 0.173765, 0.018868
291, 4, 10, 4, 0.630930, 0.500000
293, 11, 12, 11, 0.173765, 0.018868
294, 14, 0, 14, 0.289065, 0.100000
295, 8, 213, 8, 0.500000, 0.333333
296, 9, 10, 9, 0.262650, 0.076923
297, 5, 13, 5, 0.169294, 0.016949
298, 14, 28, 14, 0.189200, 0.026316
299, 28, 98, 28, 0.430677, 0.250000
301, 18, 34, 16, 0.200000, 0.032258
302, 23, 108, 22, 0.208015, 0.037037
303, 7, 0, 7, 0.181043, 0.022222
305, 11, 67, 10, 0.200000, 0.032258
307, 7, 31, 7, 0.315465, 0.125000
309, 8, 626, 8, 0.150190, 0.010000
310, 25, 26, 24, 0.170707, 0.017544
311, 24, 417, 24, 1.000000, 1.000000
312, 42, 15, 34, 0.179052, 0.021277
313, 14, 193, 14, 0.244651, 0.062500
314, 18, 40, 18, 0.193426, 0.028571
316, 19, 209, 18, 0.196562, 0.030303
317, 3, 67, 3, 0.150190, 0.010000
318, 4, 0, 4, 0.170707, 0.017544
320, 14, 59, 2, 0.289065, 0.100000
321, 83, 24, 70, 0.289065, 0.100000
322, 128, 55, 118, 0.500000, 0.333333
324, 12, 221, 12, 0.208015, 0.037037
325, 7, 47, 7, 0.171442, 0.017857
326, 33, 28, 30, 0.193426, 0.028571
327, 57, 50, 53, 0.500000, 0.333333
328, 4, 21, 4, 0.630930, 0.500000
330, 13, 65, 13, 0.301030, 0.111111
331, 26, 19, 26, 0.630930, 0.500000
333, 5, 0, 5, 0.150190, 0.010000
334, 3, 16, 3, 0.150190, 0.010000
335, 9, 16, 9, 0.168613, 0.016667
336, 4, 27, 4, 0.630930, 0.500000
338, 58, 69, 58, 0.150190, 0.010000
339, 6, 19, 6, 0.278943, 0.090909
341, 10, 13, 10, 0.172970, 0.018519
342, 19, 45, 19, 0.208015, 0.037037
343, 4, 21, 4, 0.356207, 0.166667
344, 6, 36, 6, 1.000000, 1.000000
345, 48, 0, 48, 0.167300, 0.016129
346, 13, 23, 13, 1.000000, 1.000000
347, 4, 148, 4, 0.235409, 0.055556
348, 103, 31, 86, 0.239812, 0.058824
350, 22, 10, 21, 0.235409, 0.055556
351, 9, 10, 9, 0.193426, 0.028571
352, 36, 38, 35, 0.169992, 0.017241
353, 44, 0, 44, 0.218104, 0.043478
354, 8, 0, 8, 0.218104, 0.043478
355, 3, 19, 3, 0.262650, 0.076923
356, 27, 368, 27, 0.315465, 0.125000
358, 5, 10, 5, 0.201849, 0.033333
359, 3, 195, 3, 0.430677, 0.250000
360, 31, 0, 31, 0.186652, 0.025000
361, 3, 96, 3, 0.190551, 0.027027
363, 10, 16, 10, 0.172970, 0.018519
366, 6, 11, 6, 0.190551, 0.027027
368, 16, 26, 16, 1.000000, 1.000000
369, 45, 44, 44, 0.150190, 0.010000
370, 75, 14, 75, 0.500000, 0.333333
373, 4, 17, 4, 0.430677, 0.250000
374, 10, 10, 10, 1.000000, 1.000000
375, 15, 281, 12, 0.386853, 0.200000
376, 16, 63, 15, 0.630930, 0.500000
378, 3, 30, 3, 0.356207, 0.166667
379, 27, 95, 24, 0.231378, 0.052632
380, 18, 31, 18, 0.301030, 0.111111
381, 3, 78, 3, 0.164851, 0.015152
383, 45, 10, 44, 0.278943, 0.090909
384, 128, 39, 115, 0.203795, 0.034483
385, 8, 0, 8, 1.000000, 1.000000
386, 22, 125, 20, 0.150190, 0.010000
387, 12, 0, 12, 0.315465, 0.125000
388, 3, 13, 3, 0.315465, 0.125000
394, 4, 25, 4, 0.630930, 0.500000
395, 10, 82, 10, 0.301030, 0.111111
396, 35, 17, 35, 1.000000, 1.000000
398, 7, 122, 7, 0.500000, 0.333333
400, 4, 23, 4, 0.190551, 0.027027
403, 9, 83, 3, 0.227670, 0.050000
404, 5, 132, 5, 0.386853, 0.200000
405, 12, 0, 12, 0.191959, 0.027778
406, 4, 66, 4, 1.000000, 1.000000
409, 5, 45, 5, 0.218104, 0.043478
411, 3, 14, 3, 0.150190, 0.010000
412, 4, 35, 4, 0.500000, 0.333333
415, 14, 51, 14, 0.172195, 0.018182
416, 35, 54, 35, 0.200000, 0.032258
417, 4, 0, 4, 1.000000, 1.000000
418, 57, 299, 57, 0.166048, 0.015625
419, 25, 17, 25, 0.150190, 0.010000
420, 3, 31, 3, 0.203795, 0.034483
422, 18, 21, 18, 0.172970, 0.018519
426, 4, 12, 4, 0.166048, 0.015625
429, 34, 64, 28, 0.172970, 0.018519
430, 10, 13, 10, 0.196562, 0.030303
431, 11, 27, 10, 0.164272, 0.014925
432, 17, 334, 17, 0.166048, 0.015625
433, 9, 424, 9, 0.430677, 0.250000
434, 7, 285, 6, 0.212746, 0.040000
435, 3, 79, 3, 0.166048, 0.015625
437, 9, 0, 9, 1.000000, 1.000000
438, 5, 14, 5, 0.333333, 0.142857
439, 13, 30, 11, 0.186652, 0.025000
443, 6, 11, 6, 0.196562, 0.030303
444, 25, 13, 24, 0.171442, 0.017857
445, 113, 65, 109, 0.224244, 0.047619
446, 4, 202, 4, 0.500000, 0.333333
447, 7, 0, 7, 0.150190, 0.010000
448, 34, 0, 30, 0.181043, 0.022222
449, 10, 16, 10, 1.000000, 1.000000
451, 16, 14, 16, 0.172195, 0.018182
452, 48, 21, 46, 0.386853, 0.200000
453, 8, 18, 8, 0.630930, 0.500000
454, 8, 84, 8, 1.000000, 1.000000
455, 3, 524, 3, 0.386853, 0.200000
456, 3, 119, 3, 0.301030, 0.111111
458, 30, 37, 29, 0.235409, 0.055556
459, 6, 133, 6, 1.000000, 1.000000
460, 165, 16, 153, 0.196562, 0.030303
464, 3, 114, 3, 0.196562, 0.030303
465, 9, 209, 9, 0.630930, 0.500000
466, 10, 0, 10, 0.184289, 0.023810
467, 8, 98, 8, 0.244651, 0.062500
468, 3, 13, 3, 0.244651, 0.062500
469, 5, 150, 5, 0.278943, 0.090909
470, 16, 323, 16, 0.203795, 0.034483
471, 43, 66, 43, 0.189200, 0.026316
473, 22, 97, 21, 0.191959, 0.027778
474, 3, 44, 3, 0.208015, 0.037037
475, 3, 51, 3, 0.333333, 0.142857
476, 61, 63, 59, 1.000000, 1.000000
477, 16, 12, 15, 0.235409, 0.055556
479, 12, 169, 11, 0.386853, 0.200000
480, 8, 58, 8, 0.301030, 0.111111
481, 105, 21, 93, 0.165443, 0.015385
482, 35, 11, 33, 0.198240, 0.031250
484, 6, 12, 6, 0.239812, 0.058824
485, 27, 0, 27, 0.430677, 0.250000
486, 16, 29, 15, 0.224244, 0.047619
487, 7, 11, 7, 0.186652, 0.025000
488, 3, 67, 3, 1.000000, 1.000000
490, 9, 63, 3, 0.169294, 0.016949
491, 31, 53, 30, 0.500000, 0.333333
492, 21, 325, 21, 0.170707, 0.017544
493, 16, 228, 16, 0.150190, 0.010000
494, 9, 59, 6, 0.150190, 0.010000
495, 3, 24, 3, 0.386853, 0.200000
496, 7, 17, 7, 0.244651, 0.062500
497, 24, 16, 24, 0.150190, 0.010000
498, 5, 70, 5, 0.278943, 0.090909
500, 13, 75, 12, 0.171442, 0.017857
501, 22, 669, 22, 0.215338, 0.041667
506, 26, 10, 25, 0.224244, 0.047619
507, 29, 0, 28, 1.000000, 1.000000
510, 8, 16, 8, 0.186652, 0.025000
511, 45, 0, 43, 0.184289, 0.023810
512, 4, 0, 4, 0.150190, 0.010000
514, 21, 11, 21, 0.270238, 0.083333
515, 24, 0, 24, 0.221065, 0.045455
517, 3, 608, 3, 0.333333, 0.142857
518, 9, 14, 9, 0.150190, 0.010000
520, 3, 28, 3, 0.630930, 0.500000
522, 16, 12, 15, 0.162077, 0.014085
525, 12, 170, 12, 0.289065, 0.100000
527, 10, 162, 10, 0.150190, 0.010000
529, 6, 32, 6, 0.191959, 0.027778
530, 5, 16, 3, 0.193426, 0.028571
532, 63, 51, 58, 0.164272, 0.014925
533, 23, 54, 23, 0.150190, 0.010000
534, 12, 0, 12, 0.150190, 0.010000
535, 13, 38, 12, 0.175425, 0.019608
537, 21, 35, 20, 0.250000, 0.066667
538, 14, 71, 14, 0.630930, 0.500000
539, 73, 59, 72, 0.215338, 0.041667
540, 6, 0, 6, 0.430677, 0.250000
541, 4, 51, 4, 0.180031, 0.021739
542, 8, 79, 8, 0.218104, 0.043478
543, 13, 86, 12, 0.235409, 0.055556
546, 24, 0, 24, 0.386853, 0.200000
549, 12, 29, 12, 0.239812, 0.058824
550, 14, 0, 14, 0.270238, 0.083333
551, 27, 38, 26, 0.187902, 0.025641
552, 5, 68, 5, 0.150190, 0.010000
553, 9, 24, 9, 0.194959, 0.029412
556, 57, 147, 56, 0.386853, 0.200000
558, 6, 49, 6, 0.218104, 0.043478
559, 12, 26, 12, 0.356207, 0.166667
560, 3, 34, 3, 0.262650, 0.076923
562, 6, 373, 6, 0.150190, 0.010000
564, 19, 13, 19, 0.150190, 0.010000
566, 7, 28, 7, 0.212746, 0.040000
568, 8, 15, 8, 0.150190, 0.010000
570, 15, 40, 13, 0.212746, 0.040000
573, 25, 23, 24, 0.289065, 0.100000
574, 11, 39, 11, 0.150190, 0.010000
575, 3, 144, 3, 0.170707, 0.017544
576, 16, 115, 16, 0.185449, 0.024390
577, 14, 34, 12, 0.210310, 0.038462
578, 13, 11, 13, 0.315465, 0.125000
579, 4, 24, 4, 0.179052, 0.021277
580, 4, 0, 4, 0.224244, 0.047619
583, 102, 263, 95, 0.167300, 0.016129
585, 24, 131, 23, 0.180031, 0.021739
588, 19, 0, 19, 0.630930, 0.500000
590, 11, 160, 10, 1.000000, 1.000000
591, 24, 148, 23, 0.212746, 0.040000
592, 50, 204, 47, 0.356207, 0.166667
593, 3, 21, 3, 0.150190, 0.010000
595, 30, 23, 30, 0.198240, 0.031250
596, 11, 49, 10, 0.315465, 0.125000
597, 17, 11, 17, 0.255958, 0.071429
599, 6, 16, 5, 0.150190, 0.010000
600, 4, 107, 4, 0.203795, 0.034483
601, 11, 107, 11, 0.630930, 0.500000
603, 11, 54, 11, 0.171442, 0.017857
604, 4, 0, 4, 0.150190, 0.010000
605, 712, 33, 600, 0.185449, 0.024390
607, 5, 33, 5, 0.150190, 0.010000
609, 24, 0, 24, 0.235409, 0.055556
610, 16, 55, 16, 0.150190, 0.010000
612, 7, 81, 7, 0.150190, 0.010000
614, 9, 36, 9, 0.150190, 0.010000
617, 54, 70, 52, 0.167300, 0.016129
619, 11, 13, 11, 0.201849, 0.033333
620, 33, 90, 32, 0.150190, 0.010000
621, 285, 52, 252, 0.200000, 0.032258
623, 84, 10, 77, 0.150190, 0.010000
626, 26, 40, 22, 0.255958, 0.071429
628, 6, 17, 6, 0.169294, 0.016949
629, 3, 0, 3, 0.500000, 0.333333
630, 3, 11, 3, 0.150190, 0.010000
631, 17, 171, 17, 0.190551, 0.027027
633, 3, 0, 3, 1.000000, 1.000000
636, 5, 0, 5, 1.000000, 1.000000
638, 15, 205, 15, 0.201849, 0.033333
639, 5, 24, 5, 0.194959, 0.029412
640, 98, 42, 98, 1.000000, 1.000000
641, 31, 24, 29, 0.630930, 0.500000
642, 10, 0, 10, 1.000000, 1.000000
643, 9, 12, 9, 1.000000, 1.000000
646, 5, 30, 5, 0.430677, 0.250000
647, 31, 238, 30, 0.630930, 0.500000
649, 3, 10, 3, 0.150190, 0.010000
651, 25, 0, 25, 0.356207, 0.166667
653, 11, 43, 9, 0.630930, 0.500000
654, 6, 93, 6, 0.189200, 0.026316
656, 36, 332, 28, 0.189200, 0.026316
657, 40, 333, 31, 0.224244, 0.047619
659, 15, 396, 15, 1.000000, 1.000000
660, 15, 250, 15, 0.250000, 0.066667
661, 7, 12, 7, 1.000000, 1.000000
662, 6, 132, 6, 0.289065, 0.100000
664, 15, 56, 14, 0.239812, 0.058824
665, 8, 87, 8, 0.150190, 0.010000
667, 61, 80, 60, 0.169294, 0.016949
670, 5, 35, 5, 0.301030, 0.111111
672, 15, 57, 13, 0.289065, 0.100000
675, 86, 49, 79, 0.289065, 0.100000
677, 15, 74, 15, 1.000000, 1.000000
678, 91, 36, 90, 0.500000, 0.333333
680, 9, 12, 9, 0.174583, 0.019231
682, 9, 254, 9, 0.172970, 0.018519
684, 15, 251, 15, 0.224244, 0.047619
685, 6, 87, 5, 0.270238, 0.083333
686, 23, 116, 23, 0.356207, 0.166667
688, 28, 0, 4, 0.180031, 0.021739
689, 27, 69, 27, 0.430677, 0.250000
692, 11, 16, 11, 0.255958, 0.071429
693, 5, 11, 5, 0.227670, 0.050000
695, 3, 35, 3, 0.301030, 0.111111
696, 21, 19, 20, 0.150190, 0.010000
697, 4, 258, 4, 0.262650, 0.076923
698, 6, 18, 4, 0.185449, 0.024390
699, 42, 422, 35, 0.182088, 0.022727
700, 3, 23, 3, 0.172970, 0.018519
701, 6, 23, 6, 0.150190, 0.010000
702, 8, 176, 8, 0.301030, 0.111111
705, 20, 65, 19, 0.190551, 0.027027
706, 14, 362, 14, 0.235409, 0.055556
707, 6, 144, 6, 0.315465, 0.125000
708, 22, 81, 21, 0.191959, 0.027778
709, 6, 105, 6, 0.235409, 0.055556
710, 12, 33, 11, 0.172195, 0.018182
711, 5, 46, 5, 0.198240, 0.031250
713, 13, 156, 13, 0.315465, 0.125000
717, 3, 0, 3, 0.166048, 0.015625
718, 9, 53, 9, 1.000000, 1.000000
719, 21, 11, 21, 0.250000, 0.066667
720, 8, 20, 8, 0.227670, 0.050000
721, 21, 0, 21, 0.239812, 0.058824
722, 4, 13, 4, 0.218104, 0.043478
723, 3, 34, 3, 0.174583, 0.019231
727, 13, 121, 13, 0.175425, 0.019608
728, 38, 59, 38, 0.500000, 0.333333
730, 105, 89, 105, 0.231378, 0.052632
731, 5, 12, 5, 0.630930, 0.500000
732, 21, 39, 20, 0.386853, 0.200000
735, 34, 22, 33, 0.386853, 0.200000
736, 184, 23, 166, 0.189200, 0.026316
738, 13, 15, 13, 0.262650, 0.076923
739, 4, 0, 4, 0.270238, 0.083333
740, 15, 105, 14, 0.198240, 0.031250
741, 43, 0, 43, 0.212746, 0.040000
742, 7, 90, 7, 0.500000, 0.333333
745, 19, 0, 18, 0.203795, 0.034483
747, 3, 0, 3, 1.000000, 1.000000
748, 22, 14, 21, 0.150190, 0.010000
749, 4, 0, 4, 0.169992, 0.017241
750, 4, 24, 4, 0.235409, 0.055556
751, 10, 272, 10, 0.630930, 0.500000
752, 51, 20, 50, 0.178104, 0.020833
753, 23, 23, 23, 0.150190, 0.010000
754, 8, 40, 8, 0.150190, 0.010000
756, 5, 79, 5, 0.203795, 0.034483
758, 6, 0, 6, 0.500000, 0.333333
759, 8, 0, 8, 0.333333, 0.142857
760, 15, 47, 15, 0.172195, 0.018182
761, 9, 17, 9, 0.169992, 0.017241
762, 3, 0, 3, 0.193426, 0.028571
765, 66, 29, 63, 1.000000, 1.000000
767, 15, 0, 15, 0.315465, 0.125000
768, 4, 37, 4, 0.170707, 0.017544
770, 27, 0, 27, 0.150190, 0.010000
771, 15, 11, 15, 0.301030, 0.111111
772, 16, 43, 16, 0.250000, 0.066667
773, 76, 257, 71, 0.150190, 0.010000
774, 15, 13, 14, 0.169294, 0.016949
775, 17, 0, 17, 0.301030, 0.111111
778, 3, 11, 3, 0.171442, 0.017857
779, 7, 164, 7, 0.150190, 0.010000
780, 5, 24, 5, 0.500000, 0.333333
781, 4, 16, 4, 0.150190, 0.010000
784, 6, 0, 6, 0.172970, 0.018519
788, 9, 78, 7, 0.175425, 0.019608
789, 5, 73, 5, 0.278943, 0.090909
790, 6, 111, 6, 0.500000, 0.333333
791, 6, 34, 6, 0.164851, 0.015152
793, 6, 26, 6, 0.210310, 0.038462
795, 5, 73, 5, 0.150190, 0.010000
796, 61, 0, 58, 0.150190, 0.010000
797, 7, 19, 7, 0.262650, 0.076923
798, 11, 39, 11, 0.150190, 0.010000
800, 10, 65, 10, 0.289065, 0.100000
801, 50, 73, 46, 0.356207, 0.166667
802, 7, 25, 7, 0.169294, 0.016949
803, 6, 0, 5, 0.150190, 0.010000
804, 65, 17, 43, 0.150190, 0.010000
805, 4, 0, 4, 1.000000, 1.000000
807, 3, 23, 3, 0.270238, 0.083333
808, 97, 15, 92, 0.150190, 0.010000
810, 6, 0, 6, 0.150190, 0.010000
812, 17, 44, 16, 0.169294, 0.016949
813, 144, 34, 135, 0.150190, 0.010000
814, 11, 25, 11, 0.235409, 0.055556
818, 9, 39, 9, 0.189200, 0.026316
819, 42, 29, 42, 0.170707, 0.017544
820, 18, 15, 18, 0.172195, 0.018182
821, 8, 0, 8, 0.172970, 0.018519
822, 9, 179, 7, 0.177184, 0.020408
824, 10, 15, 8, 0.150190, 0.010000
825, 614, 51, 540, 0.210310, 0.038462
826, 5, 0, 5, 0.150190, 0.010000
827, 17, 39, 17, 1.000000, 1.000000
830, 4, 153, 4, 0.150190, 0.010000
831, 22, 32, 22, 0.301030, 0.111111
833, 56, 32, 52, 0.218104, 0.043478
835, 164, 0, 127, 0.189200, 0.026316
837, 4, 0, 4, 0.630930, 0.500000
838, 5, 17, 5, 0.173765, 0.018868
839, 43, 31, 43, 1.000000, 1.000000
841, 6, 0, 5, 0.150190, 0.010000
842, 52, 345, 44, 0.173765, 0.018868
844, 20, 30, 19, 0.203795, 0.034483
845, 30, 170, 29, 0.630930, 0.500000
846, 47, 21, 45, 0.150190, 0.010000
847, 7, 34, 7, 0.166048, 0.015625
850, 6, 84, 6, 0.166667, 0.015873
852, 7, 74, 7, 0.203795, 0.034483
854, 28, 10, 28, 0.500000, 0.333333
855, 5, 81, 5, 0.176291, 0.020000
857, 19, 67, 19, 0.356207, 0.166667
858, 3, 18, 3, 0.150190, 0.010000
860, 4, 10, 4, 1.000000, 1.000000
862, 22, 18, 21, 0.630930, 0.500000
866, 36, 46, 34, 1.000000, 1.000000
867, 26, 169, 26, 0.430677, 0.250000
869, 13, 71, 12, 0.244651, 0.062500
871, 11, 0, 10, 0.205847, 0.035714
872, 7, 99, 7, 0.184289, 0.023810
873, 4, 29, 4, 0.150190, 0.010000
874, 3, 105, 3, 0.630930, 0.500000
875, 4, 15, 4, 0.333333, 0.142857
877, 10, 0, 10, 1.000000, 1.000000
878, 13, 145, 13, 0.208015, 0.037037
879, 70, 257, 61, 0.167949, 0.016393
880, 10, 11, 8, 0.278943, 0.090909
881, 7, 0, 6, 0.630930, 0.500000
884, 8, 21, 8, 0.630930, 0.500000
885, 6, 16, 6, 0.278943, 0.090909
888, 4, 34, 3, 0.150190, 0.010000
890, 6, 17, 6, 0.430677, 0.250000
893, 8, 24, 8, 0.500000, 0.333333
895, 4, 15, 4, 0.150190, 0.010000
896, 10, 50, 10, 1.000000, 1.000000
898, 6, 42, 6, 0.630930, 0.500000
899, 34, 0, 33, 0.150190, 0.010000
900, 11, 0, 10, 0.208015, 0.037037
901, 3, 75, 3, 0.187902, 0.025641
902, 23, 68, 22, 0.205847, 0.035714
903, 3, 99, 3, 0.150190, 0.010000
904, 12, 0, 12, 0.221065, 0.045455
905, 6, 0, 6, 0.250000, 0.066667
906, 10, 0, 10, 0.333333, 0.142857
907, 6, 0, 6, 0.201849, 0.033333
908, 12, 22, 10, 0.356207, 0.166667
909, 46, 106, 43, 0.386853, 0.200000
912, 25, 490, 25, 0.175425, 0.019608
913, 7, 24, 7, 1.000000, 1.000000
915, 25, 169, 21, 0.150190, 0.010000
919, 3, 14, 3, 0.193426, 0.028571
920, 20, 32, 20, 0.172195, 0.018182
921, 3, 21, 3, 0.175425, 0.019608
