0, 6, 18, 0.180031, 0.021739
1, 16, 54, 0.150190, 0.010000
2, 6, 18, 1.000000, 1.000000
5, 3, 16, 0.250000, 0.066667
6, 10, 25, 0.301030, 0.111111
7, 3, 12, 0.212746, 0.040000
9, 3, 269, 0.239812, 0.058824
11, 7, 34, 0.163151, 0.014493
12, 10, 218, 0.186652, 0.025000
13, 3, 13, 0.167949, 0.016393
15, 79, 75, 0.227670, 0.050000
16, 91, 14, 0.150190, 0.010000
17, 16, 0, 0.175425, 0.019608
18, 8, 108, 0.150190, 0.010000
21, 4, 0, 0.270238, 0.083333
22, 120, 0, 0.150190, 0.010000
24, 3, 0, 0.150190, 0.010000
25, 8, 229, 0.430677, 0.250000
26, 4, 0, 0.430677, 0.250000
27, 6, 23, 0.244651, 0.062500
28, 41, 294, 0.150190, 0.010000
31, 4, 23, 0.205847, 0.035714
33, 7, 0, 0.194959, 0.029412
36, 34, 0, 0.168613, 0.016667
40, 4, 0, 0.174583, 0.019231
42, 4, 11, 0.150190, 0.010000
43, 16, 96, 0.200000, 0.032258
44, 10, 49, 1.000000, 1.000000
45, 7, 165, 0.250000, 0.066667
46, 4, 15, 0.150190, 0.010000
47, 3, 0, 0.194959, 0.029412
49, 4, 54, 0.185449, 0.024390
50, 11, 72, 0.333333, 0.142857
51, 37, 19, 0.630930, 0.500000
52, 3, 0, 0.208015, 0.037037
54, 3, 38, 0.221065, 0.045455
55, 5, 12, 0.190551, 0.027027
56, 68, 237, 0.333333, 0.142857
58, 18, 70, 0.181043, 0.022222
60, 4, 14, 0.164851, 0.015152
61, 5, 418, 0.262650, 0.076923
62, 3, 101, 0.150190, 0.010000
63, 8, 10, 0.356207, 0.166667
65, 8, 0, 0.215338, 0.041667
66, 35, 0, 0.150190, 0.010000
70, 6, 41, 0.150190, 0.010000
73, 78, 16, 0.278943, 0.090909
74, 5, 47, 0.168613, 0.016667
77, 7, 0, 0.164272, 0.014925
78, 16, 14, 0.171442, 0.017857
81, 9, 0, 0.201849, 0.033333
82, 14, 102, 1.000000, 1.000000
85, 75, 0, 0.186652, 0.025000
86, 8, 127, 0.430677, 0.250000
88, 6, 374, 0.187902, 0.025641
89, 8, 0, 0.159571, 0.013158
92, 12, 32, 0.179052, 0.021277
94, 14, 38, 0.150190, 0.010000
95, 17, 20, 0.150190, 0.010000
96, 8, 67, 0.205847, 0.035714
